country_name,team,elo
Ecuador,Universidad Católica,1521
Ecuador,Barcelona SC,1517
Ecuador,Aucas,1500
Ecuador,Delfin SC,1459
Ecuador,Deportivo Cuenca,1423
Ecuador,Orense SC,1416
Ecuador,Técnico Universitario,1411
Ecuador,El Nacional,1387
Ecuador,River Plate Ecuador,1371
Ecuador,Macará,1368
Ecuador,Cumbayá FC,1357
Ecuador,Mushuc Runa SC,1356
Ecuador,Liga de Loja,1355
Ecuador,Gualaceo SC,1351
Ecuador,Imbabura,1350
Ecuador,Deportivo Quevedo,1341
Ecuador,Nueve de Octubre,1341
Ecuador,Manta,1340
Ecuador,Deportivo Quito,1314
Ecuador,CD America de Quito,1313
Ecuador,LDU Portoviejo,1308
Ecuador,Clan Juvenil,1277
Ecuador,ESPOLI,1270
Ecuador,CD Olmedo,1226
Ecuador,Fuerza Amarilla SC,1202
Egypt,Al Ahly,1708
Egypt,El Zamalek,1532
Egypt,Pyramids FC,1532
Egypt,Future FC,1416
Egypt,Al Masry,1385
Egypt,Al Mokawloon Al Arab,1380
Egypt,Smouha SC,1379
Egypt,ENPPI,1378
Egypt,El Geish,1357
Egypt,Pharco FC,1356
Egypt,Ismaily SC,1348
Egypt,Al-Ittihad Al-Sakandary,1346
Egypt,National Bank,1339
Egypt,Ittihad El-Shorta,1326
Egypt,Ceramica Cleopatra,1320
Egypt,Petrojet,1315
Egypt,Telephonaat Beni Suef,1309
Egypt,El Gounah,1304
Egypt,Wadi Degla FC,1302
Egypt,Olympic El Qanah FC,1295
Egypt,El Entag El Harby,1286
Egypt,El-Sharkia Lel Dokhan (Eastern Company SC),1284
Egypt,El Dakhleya,1272
Egypt,Nogoom FC,1267
Egypt,El Raja,1259
Egypt,Al Sharkeyah,1257
Egypt,El Mansura,1254
Egypt,El Minya,1253
Egypt,Ghazl El Mehalla,1249
Egypt,Haras El-Hodood SC,1249
Egypt,Aswan FC,1246
Egypt,Asyut Petrol,1246
Egypt,El Nasr Tadeen,1243
Egypt,Misr El Makasa,1238
Egypt,FC Masr,1234
Egypt,Al Nasr FC,1228
Egypt,Tanta,1220
Egypt,Ala'ab Damanhour,1190
El Salvador,Alianza FC,1457
El Salvador,Águila,1408
El Salvador,CD FAS,1336
El Salvador,Isidro Metapán,1304
El Salvador,Vista Hermosa,1304
El Salvador,Juventud Independiente,1301
El Salvador,Santa Tecla FC,1290
El Salvador,Once Municipal,1284
El Salvador,L.A. Firpo,1280
El Salvador,CD EL Vencedor,1276
El Salvador,CD Platense Municipal,1267
El Salvador,Municipal Limeño,1263
El Salvador,Atlético Balboa,1263
El Salvador,Jocoro FC,1254
El Salvador,Independiente FC,1250
El Salvador,Dragón,1249
El Salvador,CD Audaz,1242
El Salvador,CD Chalatenango,1242
El Salvador,Pasaquina F.C.,1228
El Salvador,Atlético Marte,1221
El Salvador,CD Sonsonate,1214
El Salvador,Alacranes del Norte,1210
El Salvador,UES,1203
England,Manchester City,2075
England,Liverpool FC,1885
England,Arsenal,1869
England,Manchester United,1825
England,Newcastle United,1823
England,Brentford FC,1779
England,Aston Villa,1779
England,Brighton & Hove Albion,1755
England,Tottenham Hotspur,1717
England,Chelsea FC,1667
England,West Ham United,1661
England,Crystal Palace,1661
England,Fulham,1642
England,Wolverhampton Wanderers,1610
England,Leicester City,1598
England,Everton FC,1591
England,Nottingham Forest,1579
England,Burnley,1567
England,AFC Bournemouth,1531
England,Stoke City,1526
England,Swansea City,1515
England,Wigan Athletic,1515
England,Leeds United,1502
England,Birmingham City,1498
England,West Brom,1478
England,Bolton Wanderers,1475
England,Cardiff City,1472
England,Hull City,1470
England,Blackpool,1469
England,Sheffield United FC,1468
England,Southampton,1461
England,Blackburn Rovers F.C.,1459
England,Queens Park Rangers,1448
England,Middlesbrough,1443
England,Sunderland,1432
England,Reading,1431
England,Portsmouth,1428
England,Watford,1413
England,Norwich City,1382
England,Huddersfield Town,1358
Estonia,Flora Tallinn,1730
Estonia,FCI Levadia Tallinn,1659
Estonia,Nomme Kalju FC (EST),1543
Estonia,FC Infonet Tallinn,1476
Estonia,Sillamäe Kalev,1462
Estonia,Paide Linnameeskond,1458
Estonia,Narva Trans,1315
Estonia,Tammeka,1273
Estonia,Tallinna JK Legion,1255
Estonia,Tamme Auto,1248
Estonia,Warrior,1247
Estonia,Harju Jalgpallikool,1239
Estonia,FC Kuressaare,1232
Estonia,Johvi FC Lokomotiv,1223
Estonia,Tulevik Viljandi,1216
Estonia,Lootus,1213
Estonia,Maardu Linnameeskond,1199
Estonia,Rakvere JK Tarvas,1190
Estonia,Talinna Kalev,1187
Estonia,Paernu Linnameeskond,1177
Estonia,Ajax Lasnamäe,1173
Estonia,Pärnu JK Vaprus,1144
Ethiopia,St. George,1268
Ethiopia,Saint George,1260
Fiji,Lautoka,1303
Fiji,Suva,1278
Fiji,Ba,1272
Fiji,Rewa,1240
Fiji,Nadi,1208
Finland,KuPS,1537
Finland,HJK Helsinki,1525
Finland,Honka,1435
Finland,Seinaejoen JK,1420
Finland,FC Inter Turku (FIN),1416
Finland,Ilves,1383
Finland,FC Haka J,1348
Finland,AC Oulu,1335
Finland,MyPa,1330
Finland,VPS,1317
Finland,Tampere United,1311
Finland,FC Lahti,1308
Finland,IFK Mariehamn,1302
Finland,FF Jaro,1284
Finland,Turku PS,1282
Finland,KPV,1271
Finland,RoPS Rovaniemi,1270
Finland,HIFK,1234
Finland,Jyvaskyla JK,1234
Finland,PK-35 Vantaa,1231
Finland,FC KTP,1226
Finland,PS Kemi,1224
France,Paris Saint-Germain,1794
France,Lens,1782
France,Rennes,1692
France,Marseille,1692
France,Lille,1686
France,Lyon,1675
France,Nice,1644
France,Monaco,1620
France,Montpellier,1575
France,Clermont Foot,1565
France,RC Strasbourg,1562
France,Reims,1547
France,Lorient,1531
France,Brest,1529
France,Sochaux,1490
France,Toulouse,1480
France,SC Bastia,1464
France,Nantes,1462
France,Nîmes Olympique,1447
France,Auxerre,1442
France,Nancy,1439
France,Evian TG,1439
France,GFC Ajaccio,1438
France,Saint-Étienne,1434
France,Amiens SC,1426
France,Metz,1421
France,Bordeaux,1420
France,Guingamp,1415
France,Le Mans,1406
France,Grenoble,1399
France,Boulogne,1394
France,Caen,1394
France,Valenciennes,1387
France,Troyes,1356
France,Arles,1344
France,Dijon,1339
France,Angers,1322
France,AC Ajaccio (FRA),1315
Georgia,Dinamo Tbilisi,1455
Georgia,FC Dinamo Batumi,1430
Georgia,Saburtalo,1362
Georgia,Dila Gori,1359
Georgia,FC Samgurali Tskhaltubo,1303
Georgia,Torpedo Kutaisi,1302
Georgia,Chikhura,1285
Georgia,FC Tskhinvali,1260
Georgia,Zestafoni,1248
Georgia,FC Telavi,1232
Georgia,FC Gagra,1226
Georgia,FC Merani Tbilisi,1220
Georgia,FC Sioni Bolnisi,1207
Georgia,Sapovnela,1204
Georgia,FC Rustavi,1203
Georgia,Lokomotivi Tbilisi,1203
Georgia,FC Samtredia,1197
Georgia,FC Guria Lanchkhuti,1192
Georgia,WIT Georgia Tbilisi,1180
Georgia,Merani Martvili,1172
Georgia,FC Shukura Kobuleti,1172
Georgia,FC Zugdidi,1164
Georgia,FC Kolkheti-1913 Poti,1152
Germany,Bayern München,1940
Germany,Borussia Dortmund,1852
Germany,RB Leipzig,1847
Germany,1. FC Union Berlin,1732
Germany,Bayer Leverkusen,1725
Germany,Freiburg,1716
Germany,Wolfsburg,1679
Germany,Eintracht Frankfurt,1671
Germany,Borussia Mönchengladbach,1639
Germany,Mainz,1639
Germany,1. FC Köln,1638
Germany,VfB Stuttgart,1587
Germany,Hoffenheim,1582
Germany,Bochum,1564
Germany,Fortuna Düsseldorf,1541
Germany,Hamburger SV,1539
Germany,Werder Bremen,1534
Germany,Ingolstadt,1532
Germany,Schalke 04,1514
Germany,Augsburg,1512
Germany,DSC Arminia Bielefeld,1508
Germany,Hertha BSC,1491
Germany,Darmstadt,1467
Germany,Eintracht Braunschweig,1454
Germany,SC Paderborn 07,1451
Germany,Hannover 96,1429
Germany,St. Pauli,1420
Germany,Kaiserslautern,1419
Germany,Greuther Fürth,1396
Germany,Nürnberg,1391
Ghana,Asante Kotoko,1416
Ghana,Medeama SC,1368
Ghana,Ashanti Gold FC,1366
Ghana,Aduana Stars,1352
Ghana,Hearts of Oak,1338
Ghana,Berekum Chelsea FC,1329
Ghana,Heart of Lions,1326
Ghana,Bechem United,1318
Ghana,Legon Cities FC,1310
Ghana,New Edubiase FC,1302
Ghana,Ebusua Dwarfs,1301
Ghana,Liberty Professionals,1298
Ghana,Dreams FC,1292
Ghana,Accra Great Olympics,1283
Ghana,Karela United FC,1279
Ghana,Sogakope WAFA,1279
Ghana,Bibiani Gold Stars F.C.,1270
Ghana,Tema Youth,1260
Ghana,Berekum Arsenal,1260
Ghana,Samartex,1260
Ghana,Tamale City,1260
Ghana,Hasaacas,1258
Ghana,Eleven Wonders FC,1257
Ghana,Inter Allies FC,1257
Ghana,Amidaus Professionals FC,1255
Ghana,Accra Lions FC,1255
Ghana,Nsoatreman FC,1253
Ghana,King Faisal,1252
Ghana,Mighty Jets,1251
Ghana,Eleven Wise,1245
Ghana,Wassaman United,1241
Ghana,Real Tamale,1239
Ghana,Kotoku Royals,1229
Ghana,Elmina Sharks,1224
Ghana,Brong Ahafo Stars,1201
Gibraltar,Lincoln Red Imps FC,1249
Greece,Olympiakos,1662
Greece,AEK,1649
Greece,Panathinaikos,1620
Greece,PAOK FC,1608
Greece,Aris Thessaloniki FC,1509
Greece,Olympiakos Volos,1457
Greece,Kavala,1384
Greece,OFI Crete,1369
Greece,Iraklis,1367
Greece,Xanthi FC,1359
Greece,Atromitos,1359
Greece,Asteras Tripolis,1351
Greece,Volos New Football Club,1348
Greece,PAS Giannina,1348
Greece,Panionios,1326
Greece,Ionikos,1325
Greece,Ergotelis,1303
Greece,Larisa Ael,1302
Greece,Lamia,1287
Greece,AOK Kerkyra,1286
Greece,Veria FC,1284
Greece,Panserraikos,1281
Greece,Levadiakos,1270
Greece,Panetolikos,1270
Greece,AEL Kalloni FC,1261
Greece,Doxa Dramas,1254
Greece,Panthrakikos Komotini,1253
Greece,Platanias,1247
Greece,Apollon Smyrnis,1225
Greece,Niki Volou,1166
Guatemala,CSD Comunicaciones,1498
Guatemala,CSD Municipal,1475
Guatemala,Deportivo Heredia,1421
Guatemala,Antigua Guatemala,1416
Guatemala,Xelajú,1403
Guatemala,Coban Imperial,1398
Guatemala,Guastatoya,1377
Guatemala,Deportivo Malacateco,1365
Guatemala,Universidad de San Carlos,1318
Guatemala,Deportivo Sanarate,1318
Guatemala,Deportivo Achuapa,1302
Guatemala,Iztapa,1302
Guatemala,Jalapa,1300
Guatemala,Suchitepéquez,1299
Guatemala,Xinabajul,1294
Guatemala,Mictlán,1285
Guatemala,Halcones FC,1281
Guatemala,Deportivo Mixco,1279
Guatemala,Juventud Retalteca,1273
Guatemala,Santa Lucia Cotzumalguapa,1273
Guatemala,Sacachispas Chiquimula,1271
Guatemala,Deportivo Chiantla,1270
Guatemala,Sololá FC,1267
Guatemala,Zacapa,1263
Guatemala,Deportivo Marquense,1260
Guatemala,Siquinalá FC,1256
Guatemala,Juventud Escuintleca,1247
Guatemala,CSyD Carchá,1246
Guatemala,Coatepeque,1240
Guatemala,CSyD Nueva Concepción,1211
Guatemala,CD Petapa,1209
Guinea,Horoya AC,1315
Guinea,Kaloum Star,1250
Guyana,Alpha United,1219
Haiti,Violette AC,1271
Haiti,Arcahaie FC,1254
Haiti,Tempête,1243
Haiti,Valencia de Leogane,1233
Haiti,Cavaly,1232
Honduras,Olimpia,1544
Honduras,Motagua,1431
Honduras,Marathón,1396
Honduras,Real España,1396
Honduras,Olancho FC,1381
Honduras,CD Vida,1331
Honduras,Atlético Choloma,1301
Honduras,Lobos UPNFM,1297
Honduras,Necaxa,1293
Honduras,Hispano,1290
Honduras,Real Juventud,1280
Honduras,Juticalpa,1262
Honduras,Parrillas One,1262
Honduras,Victoria,1261
Honduras,Social Sol,1251
Honduras,Platense,1250
Honduras,Deportivo Savio,1249
Honduras,CD Real de Minas,1236
Honduras,C.D. Honduras Progreso,1216
Honduras,Real Sociedad,1205
Hong Kong,Kitchee,1291
Hong Kong,Eastern Sports Club,1235
Hungary,Ferencváros,1542
Hungary,Györi ETO,1455
Hungary,Puskás FC,1435
Hungary,MOL Fehérvár FC,1426
Hungary,Debrecen,1408
Hungary,Kecskeméti TE,1402
Hungary,Paksi SE,1393
Hungary,Kisvárda Master Good,1392
Hungary,Újpest,1363
Hungary,Mezőkövesd-Zsóry,1352
Hungary,Honvéd,1335
Hungary,Zalaegerszegi TE,1326
Hungary,Pécsi MFC,1323
Hungary,MTK Budapest,1320
Hungary,Balmazújváros,1316
Hungary,Szombathelyi Haladás,1303
Hungary,Diósgyör,1299
Hungary,Vasas Budapest,1284
Hungary,Bekescsaba,1276
Hungary,Gyirmót SE,1274
Hungary,Dunaújváros Pálhalma SE,1265
Hungary,Nyíregyháza Spartacus,1264
Hungary,Siófok,1259
Hungary,Budafoki MTE,1250
Hungary,Szolnoki MÁV,1243
Hungary,Eger,1219
Hungary,Pápa,1202
Hungary,Kaposvári Rákóczi,1193
Iceland,Stjarnan,1247
Iceland,FH Hafnarfjordur,1241
India,Dempo SC,1430
India,Mahindra United,1408
India,ATK Mohun Bagan FC,1407
India,Pune FC,1392
India,East Bengal Club,1375
India,Salgaocar,1372
India,Bengaluru FC,1356
India,Churchill Brothers SC,1354
India,Sporting Clube de Goa,1306
India,United Sports Club,1304
India,Gokulam Kerala Fc,1304
India,Mumbai City FC,1297
India,Hyderabad FC,1286
India,Aizawl,1279
India,Mohammedan SC,1279
India,Odisha FC,1271
India,Sreenidi Deccan,1271
India,Atlético de Kolkata,1270
India,Punjab Football Club,1267
India,Royal Wahingdoh,1266
India,Real Kashmir FC,1261
India,Chennai City FC,1261
India,Chennaiyin FC,1260
India,FC Goa,1259
India,Mumbai FC,1255
India,TRAU F.C.,1253
India,Rangdajied United,1252
India,Rajasthan United,1251
India,ONGC FC,1251
India,Kerala Blasters FC,1250
India,JCT FC,1247
India,DSK Shivajians,1245
India,Lajong SC,1242
India,Kalyani Bharat FC,1242
India,Jamshedpur FC,1240
India,Sudeva Delhi FC,1236
India,Kenkre FC,1235
India,North Eastern Re Organising Cultural Association,1233
India,FC Pune City,1232
India,Chirag Kerala,1230
India,United Sikkim F.C,1225
India,Air India,1224
India,Northeast United FC,1198
India,Hindustan Aero,1193
India,Arrows,1171
Indonesia,Persib Bandung,1378
Indonesia,Persija Jakarta,1377
Indonesia,Persipura Jayapura,1376
Indonesia,Bali United,1368
Indonesia,Bhayangkara FC,1356
Indonesia,PSM Makassar,1354
Indonesia,Pusamania Borneo FC,1345
Indonesia,Arema,1340
Indonesia,Persebaya Surabaya,1334
Indonesia,Semen Padang,1312
Indonesia,Madura United,1311
Indonesia,Persidafon,1303
Indonesia,Sriwijaya FC,1287
Indonesia,Persiwa Wamena,1271
Indonesia,PSIS,1265
Indonesia,Persiba Balikpapan,1264
Indonesia,PSPS Pekanbaru,1263
Indonesia,Barito Putera,1262
Indonesia,Persis Solo,1262
Indonesia,Persik Kediri,1258
Indonesia,Persita Tangerang,1255
Indonesia,Persema Malang,1253
Indonesia,Persikabo 1973 (INA),1252
Indonesia,Persiram Raja Ampat,1250
Indonesia,Pelita Bandung Raya,1247
Indonesia,Mitra Kukar,1247
Indonesia,Persijap Jepara,1244
Indonesia,PSS Sleman,1241
Indonesia,Deltras Sidoarjo,1240
Indonesia,PSMS,1238
Indonesia,Dewa United F.C.,1237
Indonesia,Perseru Badak Lampung,1237
Indonesia,Kalteng Putra,1230
Indonesia,Persitara Jakarta,1226
Indonesia,Persela Lamongan,1222
Indonesia,Bontang PKT,1218
Indonesia,RANS Nusantara F.C.,1207
Indonesia,Persiraja Aceh,1195
Indonesia,Gresik United FC,1159
Iran,Persepolis,1617
Iran,Esteghlal,1578
Iran,Sepahan,1548
Iran,Foolad Khuzestan,1437
Iran,Tractor Sazi,1436
Iran,GOL Gohar Sirjan FC,1425
Iran,Mes Rafsanjan,1410
Iran,Aluminium Arak,1365
Iran,Gostaresh Foolad,1356
Iran,Zob Ahan Isfahan FC,1356
Iran,Naft Tehran,1354
Iran,Saba Qom,1345
Iran,Pars Jonoubi Jam,1324
Iran,Paykan F.C.,1323
Iran,Sanat Naft Abadan,1322
Iran,Havadar S.C.,1319
Iran,Saipa FC,1319
Iran,Damash,1317
Iran,Padideh F.C.,1312
Iran,Nassaji Mazandaran,1309
Iran,Mes Kerman,1307
Iran,Shahrdari Tabriz,1305
Iran,Malavan,1303
Iran,Aluminium Hormozgan,1299
Iran,Rah Ahan,1295
Iran,Aboomoslem,1292
Iran,Esteghlal Khuzestan FC,1290
Iran,Pas Hamedan,1288
Iran,Steel Azin,1281
Iran,Fajr Sepasi,1274
Iran,Shahin Bushehr FC,1269
Iran,Sepidrood Rasht SC,1256
Iran,Gahar Zagros,1240
Iran,Naft Masjed Soleyman FC,1240
Iran,Meshki Pooshan Football Club,1238
Iran,Machine Sazi FC,1219
Iran,Esteghlal Ahvaz,1208
Iraq,Al-Zawraa SC,1287
Iraq,AL Shorta SC,1253
Iraq,Al Quwa Al Jawiya,1248
Ireland,Shamrock Rovers,1585
Ireland,Derry City,1470
Ireland,Sporting Fingal,1463
Ireland,Dundalk FC,1453
Ireland,St Patrick's,1444
Ireland,Bohemian FC,1427
Ireland,Sligo Rovers,1378
Ireland,Cork City,1358
Ireland,Waterford FC,1348
Ireland,Shelbourne,1317
Ireland,Monaghan United,1315
Ireland,Waterford United FC,1299
Ireland,Drogheda United,1272
Ireland,Athlone Town,1266
Ireland,Galway United FC,1262
Ireland,Limerick,1251
Ireland,Wexford Youths,1240
Ireland,Bray Wanderers,1237
Ireland,Finn Harps,1225
Ireland,Longford Town,1161
Ireland,University College Dublin,1153
Israel,Maccabi Tel Aviv,1609
Israel,Maccabi Haifa FC,1603
Israel,Hapoel Be'er Sheva,1550
Israel,Maccabi Netanya,1385
Israel,Beitar Jerusalem FC,1359
Israel,Hapoel Tel Aviv,1356
Israel,Ironi Kiryat Schmona,1355
Israel,FC Ashdod,1349
Israel,Bnei Yehuda Tel Aviv FC,1345
Israel,Hapoel Haifa,1338
Israel,Hapoel Jerusalem,1329
Israel,Bnei Sakhnin,1321
Israel,Hapoel Hadera,1316
Israel,Maccabi Petah Tikva,1302
Israel,Maccabi Bnei Reineh,1285
Israel,Hapoel Rishon LeZion,1283
Israel,Ironi Ramat HaSharon,1278
Israel,Hapoel Petah Tikva FC,1269
Israel,Hapoel Nof HaGalil,1263
Israel,Hapoel Kfar Saba,1252
Israel,Sektzia Ness Ziona FC,1237
Israel,Hapoel Ramat Gan,1233
Israel,Hapoel Ra'anana,1232
Israel,Hapoel Ironi Akko,1232
Israel,Maccabi Ahi Nazareth,1231
Israel,Hapoel Ashkelon,1217
Italy,Inter Milan,1931
Italy,SSC Napoli,1917
Italy,Lazio,1800
Italy,AC Milan,1788
Italy,Juventus,1762
Italy,Roma,1742
Italy,Fiorentina,1727
Italy,Atalanta,1727
Italy,Bologna,1689
Italy,Torino,1674
Italy,AC Monza,1649
Italy,Udinese,1592
Italy,Sassuolo,1585
Italy,U.S. Salernitana 1919,1583
Italy,Empoli FC,1580
Italy,Carpi,1528
Italy,Hellas Verona,1518
Italy,Genoa,1512
Italy,Lecce,1512
Italy,Catania,1494
Italy,Cagliari,1487
Italy,US Cremonese,1482
Italy,ASD Spezia Calcio 2008,1475
Italy,Novara,1456
Italy,Siena,1455
Italy,Venezia FC,1428
Italy,Crotone,1416
Italy,Benevento,1408
Italy,Sampdoria,1407
Italy,Frosinone,1404
Italy,Bari,1398
Italy,Palermo,1397
Italy,Parma Calcio 1913,1385
Italy,Chievo Verona,1377
Italy,Brescia,1375
Italy,Cesena,1359
Italy,Livorno,1339
Italy,SPAL 2013,1336
Italy,Pescara,1299
Ivory Coast,ASEC Mimosas,1492
Ivory Coast,Séwé,1381
Ivory Coast,SO Armée,1364
Ivory Coast,San Pedro,1354
Ivory Coast,Sporting Gagnoa,1354
Ivory Coast,Academia F. Amadou Diallo,1353
Ivory Coast,Africa Sports National,1322
Ivory Coast,Stella Club,1321
Ivory Coast,AS Tanda,1319
Ivory Coast,Racing Club d'Abidjan,1310
Ivory Coast,Issia Wazi,1286
Ivory Coast,AS Denguélé,1284
Ivory Coast,Stade d'Abidjan,1284
Ivory Coast,Williamsville Athletic Club,1283
Ivory Coast,SOL FC,1274
Ivory Coast,JC Abidjan,1273
Ivory Coast,Usc Bassam,1268
Ivory Coast,ASI D'Abengourou,1264
Ivory Coast,Lys Sassandra,1251
Ivory Coast,Sabé,1250
Ivory Coast,Entente Sportive du Bafing,1248
Ivory Coast,Adzopé,1244
Ivory Coast,Bouaké FC,1243
Ivory Coast,Moossou FC,1241
Ivory Coast,Ouragahio,1240
Ivory Coast,CO Bouafle,1235
Ivory Coast,Yopougon FC,1234
Ivory Coast,Hiré,1233
Ivory Coast,EFYM,1225
Ivory Coast,ES Bingerville,1224
Ivory Coast,Club Omnisports de Korhogo (CIV),1212
Jamaica,Waterhouse FC,1346
Jamaica,Arnett Gardens,1341
Jamaica,Cavaliers FC,1339
Jamaica,Mount Pleasant FC,1329
Jamaica,Portmore United FC,1318
Jamaica,Humble Lions,1289
Jamaica,Dunbeholden FC,1280
Jamaica,Harbour View,1275
Jamaica,UWI FC,1251
Jamaica,Tivoli Gardens,1244
Jamaica,Maverly Hughenden FC,1240
Jamaica,Sporting Central Academy,1224
Jamaica,Rivoli United,1224
Jamaica,Faulkland FC,1210
Jamaica,Sandals South Coast,1209
Jamaica,Montego Bay United,1208
Jamaica,Chapelton Maroons FC,1204
Jamaica,Barbican FC,1203
Jamaica,Molynes United FC,1202
Jamaica,Vere United FC,1189
Jamaica,Reno FC,1186
Jamaica,Boys' Town,1172
Japan,Kawasaki Frontale,1605
Japan,Yokohama F. Marinos,1582
Japan,Urawa Red Diamonds,1560
Japan,Kashima Antlers,1504
Japan,Nagoya Grampus Eight,1483
Japan,Sanfrecce Hiroshima,1480
Japan,Vissel Kobe,1475
Japan,Cerezo Osaka,1460
Japan,FC Tokyo,1416
Japan,Consadole Sapporo,1414
Japan,Sagan Tosu,1397
Japan,Gamba Osaka,1371
Japan,Kashiwa Reysol,1353
Japan,Omiya Ardija,1334
Japan,Shimizu S-Pulse,1332
Japan,Avispa Fukuoka,1330
Japan,Shonan Bellmare,1327
Japan,Júbilo Iwata,1320
Japan,Oita Trinita,1306
Japan,Ventforet Kofu,1303
Japan,Albirex Niigata,1299
Japan,Vegalta Sendai,1288
Japan,V-Varen Nagasaki,1288
Japan,Matsumoto Yamaga,1280
Japan,Kyoto Sanga FC,1271
Japan,JEF United,1258
Japan,Tokushima Vortis,1244
Japan,Yokohama FC,1241
Japan,Montedio Yamagata,1232
Jordan,Al-Wehdat SC,1435
Jordan,Al-Faisaly SC Amman,1372
Jordan,Al-Ramtha SC,1312
Jordan,Al-Jazeera Amman,1300
Jordan,Al-Salt,1285
Jordan,Al-Hussein SC Irbid,1279
Jordan,Shabab Al-Ordon Club,1277
Jordan,Shabab Al-Aqaba Club,1245
Jordan,Mansheyat Bani Hasan,1238
Jordan,Kfarsoum,1235
Jordan,Mgaear Al Sarhan,1232
Jordan,Al-Jalil,1230
Jordan,FC Ma'an,1227
Jordan,Al Asalah,1221
Jordan,Al-Yarmouk FC,1214
Jordan,Sahab SC,1210
Jordan,Ittihad Al-Ramtha,1208
Jordan,That Ras Club,1194
Jordan,Al Ahli SC Amman,1193
Jordan,Al-Sareeh SC,1184
Jordan,Al-Baqa'a SC,1156
Kazakhstan,Lokomotiv Astana,1553
Kazakhstan,Kairat Almaty,1504
Kazakhstan,Tobol Kostanay,1461
Kazakhstan,Ordabasy Shymkent,1424
