,players_mv,players_name,domestic_team,country_name,domestic_team_country,plays_domestically
499,6000000.0,Tarik Tissoudali,kaa-gent/startseite/verein/157,Morocco,Belgium,N
500,1000000.0,Munir,al-wahda-mekka/startseite/verein/17209,Morocco,Saudi Arabia,N
501,375000.0,Youssef El Motie,wydad-casablanca/startseite/verein/6603,Morocco,Morocco,Y
502,5000000.0,Romain Saïss,besiktas-istanbul/startseite/verein/114,Morocco,Turkey,N
503,2500000.0,Achraf Dari,stade-brest-29/startseite/verein/3911,Morocco,France,N
504,1400000.0,Abdel Abqar,deportivo-alaves/startseite/verein/1108,Morocco,Spain,N
505,70000000.0,Achraf Hakimi,fc-paris-saint-germain/startseite/verein/583,Morocco,France,N
506,1500000.0,Fahd Moufi,portimonense-sc/startseite/verein/7378,Morocco,Portugal,N
507,9000000.0,Imrân Louza,fc-watford/startseite/verein/1010,Morocco,England,N
508,10000000.0,Ilias Chair,queens-park-rangers/startseite/verein/1039,Morocco,England,N
509,12000000.0,Anass Zaroury,fc-burnley/startseite/verein/1132,Morocco,England,N
510,4000000.0,Oussama Idrissi,feyenoord-rotterdam/startseite/verein/234,Morocco,Netherlands,N
511,7000000.0,Zakaria Aboukhlal,fc-toulouse/startseite/verein/415,Morocco,France,N
512,7500000.0,Walid Cheddira,ssc-bari/startseite/verein/332,Morocco,Italy,N
513,3000000.0,Abderrazak Hamdallah,al-ittihad-dschidda/startseite/verein/8023,Morocco,Saudi Arabia,N
514,13000000.0,Justin Bijlow,feyenoord-rotterdam/startseite/verein/234,Netherlands,Netherlands,Y
515,5000000.0,Andries Noppert,sc-heerenveen/startseite/verein/306,Netherlands,Netherlands,Y
516,45000000.0,Sven Botman,newcastle-united/startseite/verein/762,Netherlands,England,N
517,35000000.0,Nathan Aké,manchester-city/startseite/verein/281,Netherlands,England,N
518,6000000.0,Daley Blind,fc-bayern-munchen/startseite/verein/27,Netherlands,Germany,N
519,30000000.0,Teun Koopmeiners,atalanta-bergamo/startseite/verein/800,Netherlands,Italy,N
520,7000000.0,Mats Wieffer,feyenoord-rotterdam/startseite/verein/234,Netherlands,Netherlands,Y
521,14000000.0,Joey Veerman,psv-eindhoven/startseite/verein/383,Netherlands,Netherlands,Y
522,28000000.0,Denzel Dumfries,inter-mailand/startseite/verein/46,Netherlands,Italy,N
523,60000000.0,Cody Gakpo,fc-liverpool/startseite/verein/31,Netherlands,England,N
524,15000000.0,Noa Lang,fc-brugge/startseite/verein/2282,Netherlands,Belgium,N
525,14000000.0,Wout Weghorst,manchester-united/startseite/verein/985,Netherlands,England,N
526,7000000.0,Mark Flekken,sc-freiburg/startseite/verein/60,Netherlands,Germany,N
527,45000000.0,Virgil van Dijk,fc-liverpool/startseite/verein/31,Netherlands,England,N
528,42000000.0,Jurrien Timber,ajax-amsterdam/startseite/verein/610,Netherlands,Netherlands,Y
529,22000000.0,Tyrell Malacia,manchester-united/startseite/verein/985,Netherlands,England,N
530,18000000.0,Lutsharel Geertruida,feyenoord-rotterdam/startseite/verein/234,Netherlands,Netherlands,Y
531,10000000.0,Marten de Roon,atalanta-bergamo/startseite/verein/800,Netherlands,Italy,N
532,75000000.0,Frenkie de Jong,fc-barcelona/startseite/verein/131,Netherlands,Spain,N
533,8000000.0,Georginio Wijnaldum,as-rom/startseite/verein/12,Netherlands,Italy,N
534,30000000.0,Xavi Simons,psv-eindhoven/startseite/verein/383,Netherlands,Netherlands,Y
535,24000000.0,Steven Bergwijn,ajax-amsterdam/startseite/verein/610,Netherlands,Netherlands,Y
536,16000000.0,Donyell Malen,borussia-dortmund/startseite/verein/16,Netherlands,Germany,N
537,400000.0,Adebayo Adeleye,hapoel-jerusalem/startseite/verein/43119,Nigeria,Israel,N
538,0.0,Victor Sochima,rivers-united-fc/startseite/verein/53321,Nigeria,Nigeria,Y
539,4000000.0,Kevin Akpoguma,tsg-1899-hoffenheim/startseite/verein/533,Nigeria,Germany,N
540,2500000.0,Semi Ajayi,west-bromwich-albion/startseite/verein/984,Nigeria,England,N
541,8000000.0,Zaidu,fc-porto/startseite/verein/720,Nigeria,Portugal,N
542,7000000.0,Bright Osayi-Samuel,fenerbahce-istanbul/startseite/verein/36,Nigeria,Turkey,N
543,9000000.0,Frank Onyeka,fc-brentford/startseite/verein/1148,Nigeria,England,N
544,15000000.0,Joe Aribo,fc-southampton/startseite/verein/180,Nigeria,England,N
545,9000000.0,Moses Simon,fc-nantes/startseite/verein/995,Nigeria,France,N
546,1500000.0,Ahmed Musa,sivasspor/startseite/verein/2381,Nigeria,Turkey,N
547,120000000.0,Victor Osimhen,ssc-neapel/startseite/verein/6195,Nigeria,Italy,N
548,17000000.0,Kelechi Iheanacho,leicester-city/startseite/verein/1003,Nigeria,England,N
549,0.0,Olorunleke Ojo,enyimba-aba/startseite/verein/645,Nigeria,Nigeria,Y
550,18000000.0,Calvin Bassey,ajax-amsterdam/startseite/verein/610,Nigeria,Netherlands,N
551,2500000.0,William Troost-Ekong,us-salernitana-1919/startseite/verein/380,Nigeria,Italy,N
552,1500000.0,Kenneth Omeruo,cd-leganes/startseite/verein/1244,Nigeria,Spain,N
553,0.0,Ebube Gideon Duru,rivers-united-fc/startseite/verein/53321,Nigeria,Nigeria,Y
554,32000000.0,Wilfred Ndidi,leicester-city/startseite/verein/1003,Nigeria,England,N
555,25000000.0,Alex Iwobi,fc-everton/startseite/verein/29,Nigeria,England,N
556,0.0,Divine Nwachukwu,bendel-insurance/startseite/verein/2979,Nigeria,Nigeria,Y
557,25000000.0,Samuel Chukwueze,fc-villarreal/startseite/verein/1050,Nigeria,Spain,N
558,30000000.0,Ademola Lookman,atalanta-bergamo/startseite/verein/800,Nigeria,Italy,N
559,20000000.0,Taiwo Awoniyi,nottingham-forest/startseite/verein/703,Nigeria,England,N
560,500000.0,Orlando Mosquera,monagas-sc/startseite/verein/14596,Panama,Venezuela,N
561,150000.0,César Samudio,cd-marathon/startseite/verein/4523,Panama,Honduras,N
562,250000.0,Fidel Escobar,deportivo-saprissa/startseite/verein/4720,Panama,Costa Rica,N
563,225000.0,Eduardo Anderson,ad-san-carlos/startseite/verein/18659,Panama,Costa Rica,N
564,500000.0,Eric Davis,dac-dunajska-streda/startseite/verein/4529,Panama,Slovakia,N
565,450000.0,César Blackman,dac-dunajska-streda/startseite/verein/4529,Panama,Slovakia,N
566,300000.0,Aníbal Godoy,nashville-sc/startseite/verein/63966,Panama,United States,N
567,2500000.0,Adalberto Carrasquilla,houston-dynamo-fc/startseite/verein/9168,Panama,United States,N
568,300000.0,Freddy Góndola,ld-alajuelense/startseite/verein/6478,Panama,Costa Rica,N
569,375000.0,Alberto Quintero,club-cienciano/startseite/verein/2729,Panama,Peru,N
570,800000.0,Cecilio Waterman,cd-cobresal/startseite/verein/17482,Panama,Chile,N
571,150000.0,Azarias Londoño,comunicaciones-fc/startseite/verein/9709,Panama,Guatemala,N
572,400000.0,Luis Mejía,union-espanola/startseite/verein/4321,Panama,Chile,N
573,1000000.0,Andrés Andrade,arminia-bielefeld/startseite/verein/10,Panama,Germany,N
574,225000.0,Hárold Cummings,monagas-sc/startseite/verein/14596,Panama,Venezuela,N
575,200000.0,Roderick Miller,turan-tovuz/startseite/verein/9526,Panama,Azerbaijan,N
576,3000000.0,Michael Murillo,rsc-anderlecht/startseite/verein/58,Panama,Belgium,N
577,250000.0,Christian Martínez,najran-sc/startseite/verein/26586,Panama,Saudi Arabia,N
578,300000.0,Jovani Welch,academico-viseu-fc/startseite/verein/7788,Panama,Portugal,N
579,1200000.0,Ismael Díaz,cd-universidad-catolica/startseite/verein/17584,Panama,Ecuador,N
580,1000000.0,Yoel Bárcenas,mazatlan-fc/startseite/verein/82696,Panama,Mexico,N
581,150000.0,César Yanis,costa-del-este-fc/startseite/verein/49970,Panama,Panama,Y
582,750000.0,José Fajardo,cusco-fc/startseite/verein/28999,Panama,Peru,N
583,2000000.0,Pedro Gallese,orlando-city-sc/startseite/verein/45604,Peru,United States,N
584,225000.0,José Carvallo,universitario-de-deportes/startseite/verein/6593,Peru,Peru,Y
585,2000000.0,Anderson Santamaría,atlas-guadalajara/startseite/verein/8590,Peru,Mexico,N
586,750000.0,Miguel Araujo,fc-emmen/startseite/verein/1283,Peru,Netherlands,N
587,2500000.0,Marcos López,feyenoord-rotterdam/startseite/verein/234,Peru,Netherlands,N
588,850000.0,Jhilmar Lora,club-sporting-cristal/startseite/verein/1450,Peru,Peru,Y
589,2000000.0,Sergio Peña,malmo-ff/startseite/verein/496,Peru,Sweden,N
590,750000.0,Jesús Castillo,club-sporting-cristal/startseite/verein/1450,Peru,Peru,Y
591,1300000.0,Christian Cueva,club-alianza-lima/startseite/verein/184,Peru,Peru,Y
592,1800000.0,Edison Flores,universitario-de-deportes/startseite/verein/6593,Peru,Peru,Y
593,2700000.0,Gianluca Lapadula,cagliari-calcio/startseite/verein/1390,Peru,Italy,N
594,500000.0,Christopher Olivares,deportivo-municipal/startseite/verein/17974,Peru,Peru,Y
595,475000.0,Carlos Cáceda,fbc-melgar/startseite/verein/2734,Peru,Peru,Y
596,4000000.0,Luis Abram,atlanta-united-fc/startseite/verein/51663,Peru,United States,N
597,1800000.0,Alexander Callens,fc-girona/startseite/verein/12321,Peru,Spain,N
598,500000.0,Carlos Zambrano,club-alianza-lima/startseite/verein/184,Peru,Peru,Y
599,1800000.0,Miguel Trauco,san-jose-earthquakes/startseite/verein/218,Peru,United States,N
600,3500000.0,Pedro Aquino,cf-america/startseite/verein/3631,Peru,Mexico,N
601,2000000.0,Wilder Cartagena,orlando-city-sc/startseite/verein/45604,Peru,United States,N
602,1300000.0,Yoshimar Yotún,club-sporting-cristal/startseite/verein/1450,Peru,Peru,Y
603,600000.0,Christofer Gonzales,al-adalah-fc/startseite/verein/55544,Peru,Saudi Arabia,N
604,900000.0,Bryan Reyna,club-alianza-lima/startseite/verein/184,Peru,Peru,Y
605,900000.0,Álex Valera,universitario-de-deportes/startseite/verein/6593,Peru,Peru,Y
606,200000.0,Paolo Guerrero,racing-club/startseite/verein/1444,Peru,Argentina,N
607,10000000.0,Wojciech Szczesny,juventus-turin/startseite/verein/506,Poland,Italy,N
608,3500000.0,Lukasz Skorupski,fc-bologna/startseite/verein/1025,Poland,Italy,N
609,14000000.0,Jan Bednarek,fc-southampton/startseite/verein/180,Poland,England,N
610,3000000.0,Przemyslaw Wisniewski,spezia-calcio/startseite/verein/3522,Poland,Italy,N
611,1600000.0,Bartosz Bereszynski,ssc-neapel/startseite/verein/6195,Poland,Italy,N
612,2800000.0,Krystian Bielik,derby-county/startseite/verein/22,Poland,England,N
613,1500000.0,Ben Lederman,rakow-czestochowa/startseite/verein/9644,Poland,Poland,Y
614,3500000.0,Karol Linetty,fc-turin/startseite/verein/416,Poland,Italy,N
615,7000000.0,Przemyslaw Frankowski,rc-lens/startseite/verein/826,Poland,France,N
616,14000000.0,Sebastian Szymanski,feyenoord-rotterdam/startseite/verein/234,Poland,Netherlands,N
617,6000000.0,Michal Skoras,lech-posen/startseite/verein/238,Poland,Poland,Y
618,8000000.0,Arkadiusz Milik,juventus-turin/startseite/verein/506,Poland,Italy,N
619,4500000.0,Bartlomiej Dragowski,spezia-calcio/startseite/verein/3522,Poland,Italy,N
620,20000000.0,Jakub Kiwior,fc-arsenal/startseite/verein/11,Poland,England,N
621,3000000.0,Mateusz Wieteska,clermont-foot-63/startseite/verein/3524,Poland,France,N
622,3000000.0,Tomasz Kedziora,paok-thessaloniki/startseite/verein/1091,Poland,Greece,N
623,4500000.0,Bartosz Slisz,legia-warschau/startseite/verein/255,Poland,Poland,Y
624,2500000.0,Damian Szymanski,aek-athen/startseite/verein/2441,Poland,Greece,N
625,35000000.0,Piotr Zielinski,ssc-neapel/startseite/verein/6195,Poland,Italy,N
626,1800000.0,Mateusz Legowski,pogon-stettin/startseite/verein/324,Poland,Poland,Y
627,20000000.0,Nicola Zalewski,as-rom/startseite/verein/12,Poland,Italy,N
628,10000000.0,Jakub Kaminski,vfl-wolfsburg/startseite/verein/82,Poland,Germany,N
629,30000000.0,Robert Lewandowski,fc-barcelona/startseite/verein/131,Poland,Spain,N
630,5000000.0,Karol Swiderski,charlotte-fc/startseite/verein/78435,Poland,United States,N
631,45000000.0,Diogo Costa,fc-porto/startseite/verein/720,Portugal,Portugal,Y
632,5000000.0,Rui Patrício,as-rom/startseite/verein/12,Portugal,Italy,N
633,45000000.0,António Silva,benfica-lissabon/startseite/verein/294,Portugal,Portugal,Y
634,2500000.0,Toti,wolverhampton-wanderers/startseite/verein/543,Portugal,England,N
635,20000000.0,Raphaël Guerreiro,borussia-dortmund/startseite/verein/16,Portugal,Germany,N
636,35000000.0,Diogo Dalot,manchester-united/startseite/verein/985,Portugal,England,N
637,40000000.0,Rúben Neves,wolverhampton-wanderers/startseite/verein/543,Portugal,England,N
638,12000000.0,Danilo Pereira,fc-paris-saint-germain/startseite/verein/583,Portugal,France,N
639,20000000.0,Renato Sanches,fc-paris-saint-germain/startseite/verein/583,Portugal,France,N
640,75000000.0,Bruno Fernandes,manchester-united/startseite/verein/985,Portugal,England,N
641,90000000.0,Rafael Leão,ac-mailand/startseite/verein/5,Portugal,Italy,N
642,20000000.0,Ricardo Horta,sc-braga/startseite/verein/1075,Portugal,Portugal,Y
643,50000000.0,Gonçalo Ramos,benfica-lissabon/startseite/verein/294,Portugal,Portugal,Y
644,18000000.0,José Sá,wolverhampton-wanderers/startseite/verein/543,Portugal,England,N
645,75000000.0,Rúben Dias,manchester-city/startseite/verein/281,Portugal,England,N
646,30000000.0,Gonçalo Inácio,sporting-lissabon/startseite/verein/336,Portugal,Portugal,Y
647,1000000.0,Pepe,fc-porto/startseite/verein/720,Portugal,Portugal,Y
648,60000000.0,João Cancelo,fc-bayern-munchen/startseite/verein/27,Portugal,Germany,N
649,15000000.0,Nélson Semedo,wolverhampton-wanderers/startseite/verein/543,Portugal,England,N
650,35000000.0,João Palhinha,fc-fulham/startseite/verein/931,Portugal,England,N
651,42000000.0,Vitinha,fc-paris-saint-germain/startseite/verein/583,Portugal,France,N
652,80000000.0,Bernardo Silva,manchester-city/startseite/verein/281,Portugal,England,N
653,35000000.0,Otávio,fc-porto/startseite/verein/720,Portugal,Portugal,Y
654,55000000.0,Diogo Jota,fc-liverpool/startseite/verein/31,Portugal,England,N
655,50000000.0,João Félix,fc-chelsea/startseite/verein/631,Portugal,England,N
656,15000000.0,Cristiano Ronaldo,al-nasr-riad/startseite/verein/18544,Portugal,Saudi Arabia,N
657,350000.0,Meshaal Barsham,al-sadd-sc/startseite/verein/656,Qatar,Qatar,Y
658,200000.0,Jasem Al-Hail,al-arabi-sc/startseite/verein/1230,Qatar,Qatar,Y
659,450000.0,Bassam Al-Rawi,al-duhail-sc/startseite/verein/26091,Qatar,Qatar,Y
660,350000.0,Yousef Aymen,al-duhail-sc/startseite/verein/26091,Qatar,Qatar,Y
661,250000.0,Jassem Gaber Abdulsallam,al-arabi-sc/startseite/verein/1230,Qatar,Qatar,Y
662,500000.0,Homam Ahmed,al-gharafa-sc/startseite/verein/6297,Qatar,Qatar,Y
663,250000.0,Musab Khoder,al-sadd-sc/startseite/verein/656,Qatar,Qatar,Y
664,300000.0,Mohammed Waad,al-sadd-sc/startseite/verein/656,Qatar,Qatar,Y
665,225000.0,Mustafa Mashaal,al-shamal/startseite/verein/10775,Qatar,Qatar,Y
666,250000.0,Ali Asad,al-sadd-sc/startseite/verein/656,Qatar,Qatar,Y
667,300000.0,Yusuf Abdurisag,al-wakrah-sc/startseite/verein/13509,Qatar,Qatar,Y
668,200000.0,Tameem Mansour Al-Abdullah,al-rayyan-sc/startseite/verein/3229,Qatar,Qatar,Y
669,600000.0,Ahmed Alaaeldin,al-gharafa-sc/startseite/verein/6297,Qatar,Qatar,Y
670,325000.0,Salah Zakaria,al-duhail-sc/startseite/verein/26091,Qatar,Qatar,Y
671,150000.0,Yousef Hassan,al-gharafa-sc/startseite/verein/6297,Qatar,Qatar,Y
672,400000.0,Tarek Salman,al-sadd-sc/startseite/verein/656,Qatar,Qatar,Y
673,275000.0,Mohammed Al-Naimi,al-duhail-sc/startseite/verein/26091,Qatar,Qatar,Y
674,200000.0,Ahmed Suhail,al-arabi-sc/startseite/verein/1230,Qatar,Qatar,Y
675,400000.0,Hazem Ahmed,al-wakrah-sc/startseite/verein/13509,Qatar,Qatar,Y
676,200000.0,Assim Madibo,al-duhail-sc/startseite/verein/26091,Qatar,Qatar,Y
677,250000.0,Ahmed Fathi,al-arabi-sc/startseite/verein/1230,Qatar,Qatar,Y
678,125000.0,Abdullah Marafee,al-arabi-sc/startseite/verein/1230,Qatar,Qatar,Y
679,25000.0,Mahdi Salem,al-sadd-sc/startseite/verein/656,Qatar,Qatar,Y
680,300000.0,Khalid Muneer Mazeed,al-wakrah-sc/startseite/verein/13509,Qatar,Qatar,Y
681,2000000.0,Almoez Ali,al-duhail-sc/startseite/verein/26091,Qatar,Qatar,Y
682,300000.0,Mohammed Muntari,al-duhail-sc/startseite/verein/26091,Qatar,Qatar,Y
683,16000000.0,Matvey Safonov,fk-krasnodar/startseite/verein/16704,Russia,Russia,Y
684,2000000.0,Ilya Pomazun,ural-ekaterinburg/startseite/verein/11127,Russia,Russia,Y
685,5000000.0,Maksim Osipenko,fk-rostov/startseite/verein/1083,Russia,Russia,Y
686,6000000.0,Vyacheslav Karavaev,zenit-st-petersburg/startseite/verein/964,Russia,Russia,Y
687,4000000.0,Daniil Denisov,spartak-moskau/startseite/verein/232,Russia,Russia,Y
688,8000000.0,Daniil Fomin,dinamo-moskau/startseite/verein/121,Russia,Russia,Y
689,5000000.0,Ruslan Litvinov,spartak-moskau/startseite/verein/232,Russia,Russia,Y
690,3500000.0,Danil Prutsev,spartak-moskau/startseite/verein/232,Russia,Russia,Y
691,15000000.0,Arsen Zakharyan,dinamo-moskau/startseite/verein/121,Russia,Russia,Y
692,5000000.0,Anton Miranchuk,lokomotiv-moskau/startseite/verein/932,Russia,Russia,Y
693,7000000.0,Sergey Pinyaev,lokomotiv-moskau/startseite/verein/932,Russia,Russia,Y
694,9000000.0,Aleksandr Sobolev,spartak-moskau/startseite/verein/232,Russia,Russia,Y
695,5000000.0,Nikolay Komlichenko,fk-rostov/startseite/verein/1083,Russia,Russia,Y
696,3000000.0,Aleksandr Selikhov,spartak-moskau/startseite/verein/232,Russia,Russia,Y
697,700000.0,Sergey Pesjakov,fk-rostov/startseite/verein/1083,Russia,Russia,Y
698,2500000.0,Aleksandr Soldatenkov,krylya-sovetov-samara/startseite/verein/2696,Russia,Russia,Y
699,5500000.0,Aleksandr Silyanov,fk-rostov/startseite/verein/1083,Russia,Russia,Y
700,8000000.0,Dmitriy Barinov,lokomotiv-moskau/startseite/verein/932,Russia,Russia,Y
701,8000000.0,Danil Glebov,fk-rostov/startseite/verein/1083,Russia,Russia,Y
702,10000000.0,Daler Kuzyaev,zenit-st-petersburg/startseite/verein/964,Russia,Russia,Y
703,5000000.0,Daniil Khlusevich,spartak-moskau/startseite/verein/232,Russia,Russia,Y
704,10000000.0,Ivan Oblyakov,zska-moskau/startseite/verein/2410,Russia,Russia,Y
705,3000000.0,Ilzat Akhmetov,fk-krasnodar/startseite/verein/16704,Russia,Russia,Y
706,4000000.0,Anton Zinkovskiy,spartak-moskau/startseite/verein/232,Russia,Russia,Y
707,7000000.0,Konstantin Tyukavin,dinamo-moskau/startseite/verein/121,Russia,Russia,Y
708,600000.0,Mohammed Al-Rubaie,al-ahli-dschidda/startseite/verein/18487,Saudi Arabia,Saudi Arabia,Y
709,25000.0,Osama Al-Mermesh,al-ittihad-dschidda/startseite/verein/8023,Saudi Arabia,Saudi Arabia,Y
710,900000.0,Ahmed Sharahili,al-ittihad-dschidda/startseite/verein/8023,Saudi Arabia,Saudi Arabia,Y
711,750000.0,Moteb Al-Harbi,al-shabab-riad/startseite/verein/9840,Saudi Arabia,Saudi Arabia,Y
712,2800000.0,Saud Abdulhamid,al-hilal-riad/startseite/verein/1114,Saudi Arabia,Saudi Arabia,Y
713,1000000.0,Fawaz Al-Sagour,al-shabab-riad/startseite/verein/9840,Saudi Arabia,Saudi Arabia,Y
714,1000000.0,Mohamed Kanno,al-hilal-riad/startseite/verein/1114,Saudi Arabia,Saudi Arabia,Y
715,500000.0,Hussain Al-Monassar,al-shabab-riad/startseite/verein/9840,Saudi Arabia,Saudi Arabia,Y
716,1700000.0,Salem Al-Dawsari,al-hilal-riad/startseite/verein/1114,Saudi Arabia,Saudi Arabia,Y
717,400000.0,Fahad Al-Rashidi,al-taawoun-fc/startseite/verein/28844,Saudi Arabia,Saudi Arabia,Y
718,3000000.0,Firas Al-Buraikan,al-fateh/startseite/verein/27221,Saudi Arabia,Saudi Arabia,Y
719,350000.0,Haroune Camara,al-ittihad-dschidda/startseite/verein/8023,Saudi Arabia,Saudi Arabia,Y
720,550000.0,Mohammed Al-Owais,al-hilal-riad/startseite/verein/1114,Saudi Arabia,Saudi Arabia,Y
721,1300000.0,Abdulelah Al-Amri,al-nasr-riad/startseite/verein/18544,Saudi Arabia,Saudi Arabia,Y
722,400000.0,Ali Al-Boleahi,al-hilal-riad/startseite/verein/1114,Saudi Arabia,Saudi Arabia,Y
723,325000.0,Zakaria Hawsawi,al-ittihad-dschidda/startseite/verein/8023,Saudi Arabia,Saudi Arabia,Y
724,2000000.0,Sultan Al-Ghannam,al-nasr-riad/startseite/verein/18544,Saudi Arabia,Saudi Arabia,Y
725,500000.0,Abdullah Al-Khaibari,al-nasr-riad/startseite/verein/18544,Saudi Arabia,Saudi Arabia,Y
726,650000.0,Nasser Al-Dawsari,al-hilal-riad/startseite/verein/1114,Saudi Arabia,Saudi Arabia,Y
727,2500000.0,Abdulrahman Ghareeb,al-nasr-riad/startseite/verein/18544,Saudi Arabia,Saudi Arabia,Y
728,1200000.0,Abdulaziz Al-Bishi,al-ittihad-dschidda/startseite/verein/8023,Saudi Arabia,Saudi Arabia,Y
729,400000.0,Haitham Asiri,al-ahli-dschidda/startseite/verein/18487,Saudi Arabia,Saudi Arabia,Y
730,650000.0,Saleh Al-Shehri,al-hilal-riad/startseite/verein/1114,Saudi Arabia,Saudi Arabia,Y
731,200000.0,Abdullah Al-Hamdan,al-hilal-riad/startseite/verein/1114,Saudi Arabia,Saudi Arabia,Y
732,2200000.0,Alfred Gomis,como-1907/startseite/verein/1047,Senegal,Italy,N
733,1200000.0,Seny Dieng,queens-park-rangers/startseite/verein/1039,Senegal,England,N
734,18000000.0,Moussa Niakhaté,nottingham-forest/startseite/verein/703,Senegal,England,N
735,3000000.0,Formose Mendy,amiens-sc/startseite/verein/1416,Senegal,France,N
736,7000000.0,Ismail Jakobs,as-monaco/startseite/verein/162,Senegal,Monaco,N
737,900000.0,Abdallah Ndour,fc-sochaux-montbeliard/startseite/verein/750,Senegal,France,N
738,10000000.0,Pape Gueye,fc-sevilla/startseite/verein/368,Senegal,Spain,N
739,3000000.0,Cheikhou Kouyaté,nottingham-forest/startseite/verein/703,Senegal,England,N
740,15000000.0,Pape Matar Sarr,tottenham-hotspur/startseite/verein/148,Senegal,England,N
741,3000000.0,Pathé Ciss,rayo-vallecano/startseite/verein/367,Senegal,Spain,N
742,0.0,Pape Ousmane Sakho,simba-sc/startseite/verein/14191,Senegal,Tanzania,N
743,15000000.0,Krépin Diatta,as-monaco/startseite/verein/162,Senegal,Monaco,N
744,18000000.0,Iliman Ndiaye,sheffield-united/startseite/verein/350,Senegal,England,N
745,1500000.0,Mory Diaw,clermont-foot-63/startseite/verein/3524,Senegal,France,N
746,25000000.0,Kalidou Koulibaly,fc-chelsea/startseite/verein/631,Senegal,England,N
