,players_mv,players_name,domestic_team,country_name,domestic_team_country,plays_domestically
747,15000000.0,Abdou Diallo,rasenballsport-leipzig/startseite/verein/23826,Senegal,Germany,N
748,1500000.0,Abdoulaye Seck,maccabi-haifa/startseite/verein/1064,Senegal,Israel,N
749,3500000.0,Fodé Ballo-Touré,ac-mailand/startseite/verein/5,Senegal,Italy,N
750,5000000.0,Youssouf Sabaly,real-betis-sevilla/startseite/verein/150,Senegal,Spain,N
751,3500000.0,Nampalys Mendy,leicester-city/startseite/verein/1003,Senegal,England,N
752,3000000.0,Dion Lopy,stade-reims/startseite/verein/1421,Senegal,France,N
753,8000000.0,Idrissa Gueye,fc-everton/startseite/verein/29,Senegal,England,N
754,45000000.0,Sadio Mané,fc-bayern-munchen/startseite/verein/27,Senegal,Germany,N
755,20000000.0,Ismaïla Sarr,fc-watford/startseite/verein/1010,Senegal,England,N
756,30000000.0,Nicolas Jackson,fc-villarreal/startseite/verein/1050,Senegal,Spain,N
757,14000000.0,Habib Diallo,rc-strassburg-alsace/startseite/verein/667,Senegal,France,N
758,10000000.0,Predrag Rajkovic,rcd-mallorca/startseite/verein/237,Serbia,Spain,N
759,3500000.0,Vanja Milinković-Savić,fc-turin/startseite/verein/416,Serbia,Italy,N
760,800000.0,Veljko Ilic,fk-tsc-backa-topola/startseite/verein/3137,Serbia,Serbia,Y
761,18000000.0,Nikola Milenkovic,ac-florenz/startseite/verein/430,Serbia,Italy,N
762,5000000.0,Erhan Masovic,vfl-bochum/startseite/verein/80,Serbia,Germany,N
763,900000.0,Filip Mladenovic,legia-warschau/startseite/verein/255,Serbia,Poland,N
764,6500000.0,Uros Racic,sc-braga/startseite/verein/1075,Serbia,Portugal,N
765,50000000.0,Sergej Milinković-Savić,lazio-rom/startseite/verein/398,Serbia,Italy,N
766,13000000.0,Sasa Lukic,fc-fulham/startseite/verein/931,Serbia,England,N
767,22000000.0,Filip Kostic,juventus-turin/startseite/verein/506,Serbia,Italy,N
768,2500000.0,Darko Lazovic,hellas-verona/startseite/verein/276,Serbia,Italy,N
769,1800000.0,Filip Djuricic,sampdoria-genua/startseite/verein/1038,Serbia,Italy,N
770,5000000.0,Andrija Zivkovic,paok-thessaloniki/startseite/verein/1091,Serbia,Greece,N
771,70000000.0,Dusan Vlahovic,juventus-turin/startseite/verein/506,Serbia,Italy,N
772,4000000.0,Dejan Joveljic,los-angeles-galaxy/startseite/verein/1061,Serbia,United States,N
773,3500000.0,Djordje Petrovic,new-england-revolution/startseite/verein/626,Serbia,United States,N
774,1500000.0,Mile Svilar,as-rom/startseite/verein/12,Serbia,Italy,N
775,25000000.0,Strahinja Pavlovic,red-bull-salzburg/startseite/verein/409,Serbia,Austria,N
776,7000000.0,Strahinja Erakovic,roter-stern-belgrad/startseite/verein/159,Serbia,Serbia,Y
777,3500000.0,Srdjan Babic,ud-almeria/startseite/verein/3302,Serbia,Spain,N
778,9000000.0,Marko Grujic,fc-porto/startseite/verein/720,Serbia,Portugal,N
779,4000000.0,Nemanja Gudelj,fc-sevilla/startseite/verein/368,Serbia,Spain,N
780,19000000.0,Ivan Ilic,fc-turin/startseite/verein/416,Serbia,Italy,N
781,6000000.0,Nemanja Maksimovic,fc-getafe/startseite/verein/3709,Serbia,Spain,N
782,3500000.0,Mijat Gacinovic,aek-athen/startseite/verein/2441,Serbia,Greece,N
783,14000000.0,Lazar Samardzic,udinese-calcio/startseite/verein/410,Serbia,Italy,N
784,7000000.0,Dusan Tadic,ajax-amsterdam/startseite/verein/610,Serbia,Netherlands,N
785,1200000.0,Nikola Cumic,fk-vojvodina-novi-sad/startseite/verein/448,Serbia,Serbia,Y
786,8000000.0,Luka Jovic,ac-florenz/startseite/verein/430,Serbia,Italy,N
787,3500000.0,Djordje Jovanovic,maccabi-tel-aviv/startseite/verein/119,Serbia,Israel,N
788,1300000.0,Hyeon-woo Jo,ulsan-hyundai/startseite/verein/3535,South Korea,South Korea,Y
789,900000.0,Seung-gyu Kim,al-shabab-riad/startseite/verein/9840,South Korea,Saudi Arabia,N
790,800000.0,Ji-su Park,portimonense-sc/startseite/verein/7378,South Korea,Portugal,N
791,650000.0,Ki-je Lee,suwon-samsung-bluewings/startseite/verein/3301,South Korea,South Korea,Y
792,250000.0,Kyu-hyun Park,sg-dynamo-dresden/startseite/verein/129,South Korea,Germany,N
793,650000.0,Hyun-beom Ahn,jeju-united/startseite/verein/19684,South Korea,South Korea,Y
794,1000000.0,Yong-woo Park,ulsan-hyundai/startseite/verein/3535,South Korea,South Korea,Y
795,5500000.0,Hyun-seok Hong,kaa-gent/startseite/verein/157,South Korea,Belgium,N
796,22000000.0,Kang-in Lee,rcd-mallorca/startseite/verein/237,South Korea,Spain,N
797,60000000.0,Heung-min Son,tottenham-hotspur/startseite/verein/148,South Korea,England,N
798,675000.0,Seon-min Moon,jeonbuk-hyundai-motors/startseite/verein/6502,South Korea,South Korea,Y
799,5000000.0,Ui-jo Hwang,fc-seoul/startseite/verein/6500,South Korea,South Korea,Y
800,1800000.0,Hyeon-gyu Oh,celtic-glasgow/startseite/verein/371,South Korea,Scotland,N
801,1100000.0,Bum-keun Song,shonan-bellmare/startseite/verein/8457,South Korea,Japan,N
802,950000.0,Seung-hyun Jung,ulsan-hyundai/startseite/verein/3535,South Korea,South Korea,Y
803,600000.0,Ju-sung Kim,fc-seoul/startseite/verein/6500,South Korea,South Korea,Y
804,600000.0,Jin-su Kim,jeonbuk-hyundai-motors/startseite/verein/6502,South Korea,South Korea,Y
805,1000000.0,Young-woo Seol,ulsan-hyundai/startseite/verein/3535,South Korea,South Korea,Y
806,3500000.0,Jun-ho Son,shandong-taishan/startseite/verein/3182,South Korea,China,N
807,900000.0,Du-jae Won,gimcheon-sangmu/startseite/verein/6505,South Korea,South Korea,Y
808,4500000.0,In-beom Hwang,olympiakos-piraus/startseite/verein/683,South Korea,Greece,N
809,4000000.0,Jae-sung Lee,1-fsv-mainz-05/startseite/verein/39,South Korea,Germany,N
810,900000.0,Sang-ho Na,fc-seoul/startseite/verein/6500,South Korea,South Korea,Y
811,12000000.0,Hee-chan Hwang,wolverhampton-wanderers/startseite/verein/543,South Korea,England,N
812,2500000.0,Gue-sung Cho,jeonbuk-hyundai-motors/startseite/verein/6502,South Korea,South Korea,Y
813,25000000.0,David Raya,fc-brentford/startseite/verein/1148,Spain,England,N
814,15000000.0,Kepa Arrizabalaga,fc-chelsea/startseite/verein/631,Spain,England,N
815,30000000.0,Aymeric Laporte,manchester-city/startseite/verein/281,Spain,England,N
816,12000000.0,Fran García,rayo-vallecano/startseite/verein/367,Spain,Spain,Y
817,12000000.0,Daniel Carvajal,real-madrid/startseite/verein/418,Spain,Spain,Y
818,80000000.0,Rodri,manchester-city/startseite/verein/281,Spain,England,N
819,90000000.0,Gavi,fc-barcelona/startseite/verein/131,Spain,Spain,Y
820,38000000.0,Fabián Ruiz,fc-paris-saint-germain/startseite/verein/583,Spain,France,N
821,15000000.0,Sergio Canales,real-betis-sevilla/startseite/verein/150,Spain,Spain,Y
822,40000000.0,Yéremy Pino,fc-villarreal/startseite/verein/1050,Spain,Spain,Y
823,20000000.0,Álvaro Morata,atletico-madrid/startseite/verein/13,Spain,Spain,Y
824,6000000.0,Joselu,espanyol-barcelona/startseite/verein/714,Spain,Spain,Y
825,25000000.0,Unai Simón,athletic-bilbao/startseite/verein/621,Spain,Spain,Y
826,35000000.0,Robin Le Normand,real-sociedad-san-sebastian/startseite/verein/681,Spain,Spain,Y
827,6000000.0,Nacho Fernández,real-madrid/startseite/verein/418,Spain,Spain,Y
828,5000000.0,Jordi Alba,fc-barcelona/startseite/verein/131,Spain,Spain,Y
829,3000000.0,Jesús Navas,fc-sevilla/startseite/verein/368,Spain,Spain,Y
830,40000000.0,Martín Zubimendi,real-sociedad-san-sebastian/startseite/verein/681,Spain,Spain,Y
831,50000000.0,Mikel Merino,real-sociedad-san-sebastian/startseite/verein/681,Spain,Spain,Y
832,40000000.0,Dani Olmo,rasenballsport-leipzig/startseite/verein/23826,Spain,Germany,N
833,35000000.0,Ansu Fati,fc-barcelona/startseite/verein/131,Spain,Spain,Y
834,25000000.0,Marco Asensio,real-madrid/startseite/verein/418,Spain,Spain,Y
835,9000000.0,Rodrigo,leeds-united/startseite/verein/399,Spain,England,N
836,3000000.0,Viktor Johansson,rotherham-united/startseite/verein/1194,Sweden,England,N
837,600000.0,Kristoffer Nordfeldt,aik-solna/startseite/verein/272,Sweden,Sweden,Y
838,8000000.0,Hjalmar Ekdal,fc-burnley/startseite/verein/1132,Sweden,England,N
839,6000000.0,Carl Starfelt,celtic-glasgow/startseite/verein/371,Sweden,Scotland,N
840,5000000.0,Gabriel Gudmundsson,losc-lille/startseite/verein/1082,Sweden,France,N
841,300000.0,Martin Olsson,malmo-ff/startseite/verein/496,Sweden,Sweden,Y
842,600000.0,Daniel Sundgren,maccabi-haifa/startseite/verein/1064,Sweden,Israel,N
843,3000000.0,Jesper Karlström,lech-posen/startseite/verein/238,Sweden,Poland,N
844,800000.0,Albin Ekdal,spezia-calcio/startseite/verein/3522,Sweden,Italy,N
845,4000000.0,Hugo Larsson,malmo-ff/startseite/verein/496,Sweden,Sweden,Y
846,1000000.0,Marcus Rohdén,frosinone-calcio/startseite/verein/8970,Sweden,Italy,N
847,9000000.0,Emil Forsberg,rasenballsport-leipzig/startseite/verein/23826,Sweden,Germany,N
848,16000000.0,Jesper Karlsson,az-alkmaar/startseite/verein/1090,Sweden,Netherlands,N
849,55000000.0,Dejan Kulusevski,tottenham-hotspur/startseite/verein/148,Sweden,England,N
850,13000000.0,Viktor Gyökeres,coventry-city/startseite/verein/990,Sweden,England,N
851,2000000.0,Robin Olsen,aston-villa/startseite/verein/405,Sweden,England,N
852,15000000.0,Victor Lindelöf,manchester-united/startseite/verein/985,Sweden,England,N
853,6000000.0,Isak Hien,hellas-verona/startseite/verein/276,Sweden,Italy,N
854,2000000.0,Edvin Kurtulus,hammarby-if/startseite/verein/1059,Sweden,Sweden,Y
855,2500000.0,Ludwig Augustinsson,rcd-mallorca/startseite/verein/237,Sweden,Spain,N
856,1200000.0,Linus Wahlqvist,pogon-stettin/startseite/verein/324,Sweden,Poland,N
857,4500000.0,Jens Cajuste,stade-reims/startseite/verein/1421,Sweden,France,N
858,1800000.0,Samuel Gustafson,bk-hacken/startseite/verein/1109,Sweden,Sweden,Y
859,15000000.0,Mattias Svanberg,vfl-wolfsburg/startseite/verein/82,Sweden,Germany,N
860,2500000.0,Kristoffer Olsson,fc-midtjylland/startseite/verein/865,Sweden,Denmark,N
861,2500000.0,Ken Sema,fc-watford/startseite/verein/1010,Sweden,England,N
862,25000000.0,Anthony Elanga,manchester-united/startseite/verein/985,Sweden,England,N
863,7000000.0,Viktor Claesson,fc-kopenhagen/startseite/verein/190,Sweden,Denmark,N
864,50000000.0,Alexander Isak,newcastle-united/startseite/verein/762,Sweden,England,N
865,4500000.0,Robin Quaison,al-ettifaq/startseite/verein/7732,Sweden,Saudi Arabia,N
866,35000000.0,Gregor Kobel,borussia-dortmund/startseite/verein/16,Switzerland,Germany,N
867,3500000.0,Yvon Mvogo,fc-lorient/startseite/verein/1158,Switzerland,France,N
868,20000000.0,Nico Elvedi,borussia-monchengladbach/startseite/verein/18,Switzerland,Germany,N
869,5500000.0,Cédric Zesiger,bsc-young-boys/startseite/verein/452,Switzerland,Switzerland,Y
870,3500000.0,Ricardo Rodríguez,fc-turin/startseite/verein/416,Switzerland,Italy,N
871,6000000.0,Jordan Lotomba,ogc-nizza/startseite/verein/417,Switzerland,France,N
872,28000000.0,Granit Xhaka,fc-arsenal/startseite/verein/11,Switzerland,England,N
873,10000000.0,Remo Freuler,nottingham-forest/startseite/verein/703,Switzerland,England,N
874,3000000.0,Edimilson Fernandes,1-fsv-mainz-05/startseite/verein/39,Switzerland,Germany,N
875,4000000.0,Xherdan Shaqiri,chicago-fire-fc/startseite/verein/432,Switzerland,United States,N
876,2500000.0,Steven Zuber,aek-athen/startseite/verein/2441,Switzerland,Greece,N
877,10000000.0,Zeki Amdouni,fc-basel-1893/startseite/verein/26,Switzerland,Switzerland,Y
878,3500000.0,Andi Zeqiri,fc-basel-1893/startseite/verein/26,Switzerland,Switzerland,Y
879,5000000.0,Yann Sommer,fc-bayern-munchen/startseite/verein/27,Switzerland,Germany,N
880,30000000.0,Manuel Akanji,manchester-city/startseite/verein/281,Switzerland,England,N
881,10000000.0,Fabian Schär,newcastle-united/startseite/verein/762,Switzerland,England,N
882,3500000.0,Eray Cömert,fc-valencia/startseite/verein/1049,Switzerland,Spain,N
883,2700000.0,Ulisses Garcia,bsc-young-boys/startseite/verein/452,Switzerland,Switzerland,Y
884,20000000.0,Denis Zakaria,fc-chelsea/startseite/verein/631,Switzerland,England,N
885,22000000.0,Djibril Sow,eintracht-frankfurt/startseite/verein/24,Switzerland,Germany,N
886,4000000.0,Michel Aebischer,fc-bologna/startseite/verein/1025,Switzerland,Italy,N
887,800000.0,Uran Bislimi,fc-lugano/startseite/verein/2790,Switzerland,Switzerland,Y
888,6000000.0,Rubén Vargas,fc-augsburg/startseite/verein/167,Switzerland,Germany,N
889,1000000.0,Renato Steffen,fc-lugano/startseite/verein/2790,Switzerland,Switzerland,Y
890,4000000.0,Haris Seferovic,celta-vigo/startseite/verein/940,Switzerland,Spain,N
891,1000000.0,Aymen Dahmen,club-sportif-sfaxien/startseite/verein/581,Tunisia,Tunisia,Y
892,500000.0,Mouez Hassen,club-africain-tunis/startseite/verein/819,Tunisia,Tunisia,Y
893,5000000.0,Montassar Talbi,fc-lorient/startseite/verein/1158,Tunisia,France,N
894,800000.0,Oussama Haddadi,spvgg-greuther-furth/startseite/verein/65,Tunisia,Germany,N
895,1500000.0,Mortadha Ben Ouanes,kasimpasa/startseite/verein/10484,Tunisia,Turkey,N
896,2500000.0,Yan Valery,sco-angers/startseite/verein/1420,Tunisia,France,N
897,800000.0,Wajdi Kechrida,atromitos-athen/startseite/verein/3060,Tunisia,Greece,N
898,4000000.0,Aïssa Laïdouni,1-fc-union-berlin/startseite/verein/89,Tunisia,Germany,N
899,2700000.0,Mohamed Ali Ben Romdhane,esperance-tunis/startseite/verein/3342,Tunisia,Tunisia,Y
900,1000000.0,Haykeul Chikhaoui,us-monastir/startseite/verein/9890,Tunisia,Tunisia,Y
901,350000.0,Oussema Bouguerra,olympique-beja/startseite/verein/8117,Tunisia,Tunisia,Y
902,350000.0,Elias Achouri,viborg-ff/startseite/verein/1063,Tunisia,Denmark,N
903,550000.0,Haythem Jouini,stade-tunisien/startseite/verein/4812,Tunisia,Tunisia,Y
904,900000.0,Bechir Ben Said,us-monastir/startseite/verein/9890,Tunisia,Tunisia,Y
905,25000.0,Dries Arfaoui,kmsk-deinze-u21/startseite/verein/66379,Tunisia,Belgium,N
906,2000000.0,Yassine Meriah,esperance-tunis/startseite/verein/3342,Tunisia,Tunisia,Y
907,700000.0,Alaa Ghram,club-sportif-sfaxien/startseite/verein/581,Tunisia,Tunisia,Y
908,1500000.0,Ali Abdi,sm-caen/startseite/verein/1162,Tunisia,France,N
909,900000.0,Mohamed Dräger,fc-luzern/startseite/verein/434,Tunisia,Switzerland,N
910,100000.0,Mohamed Wael Derbali,olympique-beja/startseite/verein/8117,Tunisia,Tunisia,Y
911,3500000.0,Anis Slimane,brondby-if/startseite/verein/206,Tunisia,Denmark,N
912,8000000.0,Hannibal,manchester-united/startseite/verein/985,Tunisia,England,N
913,400000.0,Oussama Abid,etoile-sportive-du-sahel/startseite/verein/250,Tunisia,Tunisia,Y
914,1000000.0,Mohamed Dhaoui,el-ahly-kairo/startseite/verein/7,Tunisia,Egypt,N
915,500000.0,Issam Jebali,gamba-osaka/startseite/verein/596,Tunisia,Japan,N
916,350000.0,Hamdi Labidi,club-africain-tunis/startseite/verein/819,Tunisia,Tunisia,Y
917,8000000.0,Gabriel Slonina,fc-chelsea/startseite/verein/631,United States,England,N
918,1500000.0,Sean Johnson,toronto-fc/startseite/verein/11141,United States,Canada,N
919,3000000.0,Aaron Long,los-angeles-fc/startseite/verein/51828,United States,United States,Y
920,2000000.0,Matt Miazga,fc-cincinnati/startseite/verein/51772,United States,United States,Y
921,3500000.0,DeJuan Jones,new-england-revolution/startseite/verein/626,United States,United States,Y
922,4000000.0,Bryan Reynolds,kvc-westerlo/startseite/verein/968,United States,Belgium,N
923,6000000.0,Cristian Roldán,seattle-sounders-fc/startseite/verein/9636,United States,United States,Y
924,2800000.0,Alan Soñora,fc-juarez/startseite/verein/49283,United States,Mexico,N
925,2500000.0,Julian Gressel,vancouver-whitecaps-fc/startseite/verein/6321,United States,Canada,N
926,5500000.0,Jordan Morris,seattle-sounders-fc/startseite/verein/9636,United States,United States,Y
927,5000000.0,Álex Zendejas,cf-america/startseite/verein/3631,United States,Mexico,N
928,7000000.0,Brandon Vazquez,fc-cincinnati/startseite/verein/51772,United States,United States,Y
929,5000000.0,Matt Turner,fc-arsenal/startseite/verein/11,United States,England,N
930,5000000.0,Miles Robinson,atlanta-united-fc/startseite/verein/51663,United States,United States,Y
931,2500000.0,James Sands,new-york-city-fc/startseite/verein/40058,United States,United States,Y
932,175000.0,Jalen Neal,los-angeles-galaxy/startseite/verein/1061,United States,United States,Y
933,2500000.0,John Tolkin,new-york-red-bulls/startseite/verein/623,United States,United States,Y
934,2000000.0,DeAndre Yedlin,inter-miami-cf/startseite/verein/69261,United States,United States,Y
935,3700000.0,Gianluca Busio,venezia-fc/startseite/verein/607,United States,Italy,N
936,1500000.0,Aidan Morris,columbus-crew-sc/startseite/verein/813,United States,United States,Y
937,6000000.0,Djordje Mihailovic,az-alkmaar/startseite/verein/1090,United States,Netherlands,N
938,5000000.0,Cade Cowell,san-jose-earthquakes/startseite/verein/218,United States,United States,Y
939,8000000.0,Jesús Ferreira,fc-dallas/startseite/verein/8816,United States,United States,Y
940,3500000.0,Sergio Rochet,club-nacional/startseite/verein/866,Uruguay,Uruguay,Y
941,1200000.0,Santiago Mele,club-atletico-union/startseite/verein/7097,Uruguay,Argentina,N
942,5000000.0,Bruno Méndez,corinthians-sao-paulo/startseite/verein/199,Uruguay,Brazil,N
943,1000000.0,Facundo González,fc-valencia-b-mestalla-/startseite/verein/6182,Uruguay,Spain,N
944,500000.0,Mauricio Lemos,clube-atletico-mineiro/startseite/verein/330,Uruguay,Brazil,N
945,8000000.0,Joaquín Piquerez,se-palmeiras-sao-paulo/startseite/verein/1023,Uruguay,Brazil,N
946,2500000.0,Lucas Olaza,real-valladolid/startseite/verein/366,Uruguay,Spain,N
947,2000000.0,Guillermo Varela,flamengo-rio-de-janeiro/startseite/verein/614,Uruguay,Brazil,N
948,5000000.0,Fabricio Díaz,liverpool-fc-montevideo/startseite/verein/10663,Uruguay,Uruguay,Y
949,3000000.0,Felipe Carballo,gremio-porto-alegre/startseite/verein/210,Uruguay,Brazil,N
950,9500000.0,Diego Rossi,fenerbahce-istanbul/startseite/verein/36,Uruguay,Turkey,N
951,4000000.0,Brian Rodríguez,cf-america/startseite/verein/3631,Uruguay,Mexico,N
952,10000000.0,Facundo Torres,orlando-city-sc/startseite/verein/45604,Uruguay,United States,N
953,3000000.0,Facundo Pellistri,manchester-united/startseite/verein/985,Uruguay,England,N
954,4000000.0,Thiago Borbas,red-bull-bragantino/startseite/verein/8793,Uruguay,Brazil,N
955,1500000.0,Luciano Rodríguez,liverpool-fc-montevideo/startseite/verein/10663,Uruguay,Uruguay,Y
956,2500000.0,Franco Israel,sporting-lissabon/startseite/verein/336,Uruguay,Portugal,N
957,500000.0,Randall Rodríguez,ca-penarol/startseite/verein/861,Uruguay,Uruguay,Y
958,4000000.0,Sebastián Cáceres,cf-america/startseite/verein/3631,Uruguay,Mexico,N
959,900000.0,Sebastián Boselli,defensor-sc/startseite/verein/2619,Uruguay,Uruguay,Y
960,500000.0,Santiago Mouriño,racing-club-de-montevideo/startseite/verein/14758,Uruguay,Uruguay,Y
961,6000000.0,Matías Viña,afc-bournemouth/startseite/verein/989,Uruguay,England,N
962,3000000.0,José Luis Rodríguez,vasco-da-gama-rio-de-janeiro/startseite/verein/978,Uruguay,Brazil,N
963,500000.0,Mateo Ponte,danubio-fc/startseite/verein/1306,Uruguay,Uruguay,Y
964,3500000.0,Emiliano Martínez,fc-midtjylland/startseite/verein/865,Uruguay,Denmark,N
965,3500000.0,Rodrigo Zalazar,fc-schalke-04/startseite/verein/33,Uruguay,Germany,N
966,7000000.0,Maximiliano Araújo,deportivo-toluca/startseite/verein/1804,Uruguay,Mexico,N
967,250000.0,Anderson Duarte,defensor-sc/startseite/verein/2619,Uruguay,Uruguay,Y
968,4000000.0,Agustín Canobbio,club-athletico-paranaense/startseite/verein/679,Uruguay,Brazil,N
969,7000000.0,Matías Arezo,ca-penarol/startseite/verein/861,Uruguay,Uruguay,Y
970,1800000.0,Federico Viñas,cf-america/startseite/verein/3631,Uruguay,Mexico,N
971,8000000.0,Danny Ward,leicester-city/startseite/verein/1003,Wales,England,N
972,500000.0,Adam Davies,sheffield-united/startseite/verein/350,Wales,England,N
973,9000000.0,Ethan Ampadu,spezia-calcio/startseite/verein/3522,Wales,Italy,N
974,6000000.0,Chris Mepham,afc-bournemouth/startseite/verein/989,Wales,England,N
975,20000000.0,Ben Davies,tottenham-hotspur/startseite/verein/148,Wales,England,N
976,18000000.0,Neco Williams,nottingham-forest/startseite/verein/703,Wales,England,N
977,3000000.0,Aaron Ramsey,ogc-nizza/startseite/verein/417,Wales,France,N
978,350000.0,Joe Morrell,fc-portsmouth/startseite/verein/1020,Wales,England,N
979,3200000.0,Oliver Cooper,swansea-city/startseite/verein/2288,Wales,Wales,Y
980,13000000.0,Harry Wilson,fc-fulham/startseite/verein/931,Wales,England,N
981,12000000.0,David Brooks,afc-bournemouth/startseite/verein/989,Wales,England,N
982,1200000.0,Liam Cullen,swansea-city/startseite/verein/2288,Wales,Wales,Y
983,900000.0,Tom Bradshaw,fc-millwall/startseite/verein/1028,Wales,England,N
984,500000.0,Wayne Hennessey,nottingham-forest/startseite/verein/703,Wales,England,N
985,13000000.0,Ben Cabango,swansea-city/startseite/verein/2288,Wales,Wales,Y
986,8000000.0,Joe Rodon,fc-stade-rennes/startseite/verein/273,Wales,France,N
987,125000.0,Joe Low,bristol-city-u23/startseite/verein/39304,Wales,England,N
988,700000.0,Morgan Fox,stoke-city/startseite/verein/512,Wales,England,N
989,8000000.0,Connor Roberts,fc-burnley/startseite/verein/1132,Wales,England,N
990,3000000.0,Jordan James,birmingham-city/startseite/verein/337,Wales,England,N
991,30000000.0,Brennan Johnson,nottingham-forest/startseite/verein/703,Wales,England,N
992,500000.0,Luke Harris,fc-fulham-u23/startseite/verein/9262,Wales,England,N
993,13000000.0,Daniel James,leeds-united/startseite/verein/399,Wales,England,N
994,4000000.0,Kieffer Moore,afc-bournemouth/startseite/verein/989,Wales,England,N
995,1000000.0,Nathan Broadhead,ipswich-town/startseite/verein/677,Wales,England,N
